StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,ic,att_1,att_2,Present_Auto_10,Present_HandsOff_10,Present_Watch_10,Present_Nap_10,Faded_Auto_10,Faded_HandsOff_10,Faded_Watch_10,Faded_Nap_10,AI_Familiarity_1,Visual_Familiarity_1,license,gender,gender_4_TEXT,age,education,education_8_TEXT,income,workerID,hitID,assignmentId,Present_TimeVehicleStopped,Faded_TimeVehicleStopped
6/17/24 8:12,6/17/24 8:15,0,100,164,1,6/17/24 8:15,R_12AqR2meQDAmbTu,anonymous,EN,1,2,2,80,75,40,25,,,,,88,35,1,2,,33,4,,11,,,,16.97,
6/17/24 8:11,6/17/24 8:15,0,100,212,1,6/17/24 8:15,R_3m8N1nf9tVr3qyl,anonymous,EN,1,2,2,,,,,50,100,0,0,40,50,1,2,,50,1,,11,,,,19.32,
6/17/24 8:09,6/17/24 8:15,0,100,339,1,6/17/24 8:15,R_74BL2JA5zhw9u9x,anonymous,EN,1,2,2,,,,,59,56,22,4,54,32,1,2,,39,4,,10,,,,17.77,
6/17/24 8:09,6/17/24 8:15,0,100,380,1,6/17/24 8:15,R_6QaQ5ovrPIkl7JT,anonymous,EN,1,2,2,75,75,75,75,,,,,50,10,1,2,,32,4,,11,,,,17.43,
6/17/24 8:13,6/17/24 8:15,0,100,162,1,6/17/24 8:15,R_1Vb5RcsnEhbesDf,anonymous,EN,1,2,2,,,,,53,78,66,72,74,39,1,1,,59,4,,12,,,,6.18,
6/17/24 8:12,6/17/24 8:15,0,100,179,1,6/17/24 8:15,R_19mMo3IArvIVMMB,anonymous,EN,1,2,2,92,87,4,0,,,,,8,9,1,1,,27,4,,13,,,,16.74,
6/17/24 8:14,6/17/24 8:15,0,100,106,1,6/17/24 8:15,R_1r0VGW5QqYXa1CE,anonymous,EN,1,2,2,,,,,8,1,5,0,43,14,1,4,non binary,26,7,,9,,,,18.4,
6/17/24 8:12,6/17/24 8:16,0,100,197,1,6/17/24 8:16,R_5CBzUjBpEYhlLrX,anonymous,EN,1,2,2,,,,,24,39,0,0,30,0,1,2,,69,3,,11,,,,17.5,
6/17/24 8:12,6/17/24 8:16,0,100,222,1,6/17/24 8:16,R_3Pw1xYuIG8DVszx,anonymous,EN,1,2,2,,,,,70,70,60,15,80,90,1,1,,34,4,,11,,,,18.45,
6/17/24 8:14,6/17/24 8:16,0,100,145,1,6/17/24 8:16,R_3jIbL1KIAob3gk8,anonymous,EN,1,2,2,0,0,0,0,,,,,51,31,1,1,,58,3,,12,,,,2.19,
6/17/24 8:13,6/17/24 8:16,0,100,159,1,6/17/24 8:16,R_6NCf65z7tXDR7Md,anonymous,EN,1,2,2,29,22,10,1,,,,,66,17,1,1,,46,4,,10,,,,,
6/17/24 8:13,6/17/24 8:16,0,100,185,1,6/17/24 8:16,R_624MN5TyhqfmSkH,anonymous,EN,1,2,2,,,,,60,15,23,0,81,54,1,1,,34,3,,14,,,,18.36,
6/17/24 8:13,6/17/24 8:17,0,100,238,1,6/17/24 8:17,R_12qnCOrQAcbXDHP,anonymous,EN,1,2,2,11,14,14,0,,,,,80,51,1,2,,39,2,,11,,,,3.14,
6/17/24 8:13,6/17/24 8:17,0,100,238,1,6/17/24 8:17,R_1j9tXgTEu1xMjlr,anonymous,EN,1,2,2,10,10,0,0,,,,,80,30,2,1,,26,4,,15,,,,18.16,
6/17/24 8:15,6/17/24 8:17,0,100,127,1,6/17/24 8:17,R_6QQOkYL1XQkGYvG,anonymous,EN,1,1,2,,,,,26,0,0,0,59,33,1,3,,24,3,,14,,,,18.27,
6/17/24 8:15,6/17/24 8:18,0,100,179,1,6/17/24 8:18,R_5y12CR5GKQFl4JZ,anonymous,EN,1,2,2,60,75,49,0,,,,,65,25,1,2,,29,1,,11,,,,,
6/17/24 8:13,6/17/24 8:18,0,100,320,1,6/17/24 8:18,R_5s1JA07eZZY7MRi,anonymous,EN,1,2,2,,,,,50,0,0,0,50,0,2,2,,67,3,,14,,,,8.68,
6/17/24 8:16,6/17/24 8:18,0,100,136,1,6/17/24 8:18,R_1Pw60u3yUYgVG4t,anonymous,EN,1,2,2,,,,,90,56,92,58,87,76,1,1,,29,5,,10,,,,0.99,
6/17/24 8:16,6/17/24 8:18,0,100,133,1,6/17/24 8:18,R_5JzBAC7ngQjZiZX,anonymous,EN,1,2,2,,,,,0,0,0,0,70,10,1,2,,54,4,,12,,,,8.3,
6/17/24 8:14,6/17/24 8:19,0,100,263,1,6/17/24 8:19,R_7mlcAggbvda5m8N,anonymous,EN,1,2,2,50,0,0,0,,,,,55,51,1,1,,31,1,,16,,,,2.32,
6/17/24 8:17,6/17/24 8:19,0,100,105,1,6/17/24 8:19,R_54MXlcyctHUbRd8,anonymous,EN,1,2,2,,,,,0,0,0,0,40,0,1,2,,51,3,,13,,,,1.57,
6/17/24 8:12,6/17/24 8:19,0,100,414,1,6/17/24 8:19,R_7ZVKVmMqt5rO72l,anonymous,EN,1,2,2,,,,,50,90,75,30,75,35,1,1,,55,2,,12,,,,18.81,
6/17/24 8:15,6/17/24 8:19,0,100,267,1,6/17/24 8:19,R_31n2soHI841Og1x,anonymous,EN,1,2,2,,,,,53,55,75,55,49,18,1,1,,48,4,,14,,,,17.74,
6/17/24 8:08,6/17/24 8:19,0,100,677,1,6/17/24 8:19,R_3QVyNkumuIbH9nB,anonymous,EN,1,2,2,60,68,37,9,,,,,76,44,2,2,,30,4,,14,,,,17.95,
6/17/24 8:16,6/17/24 8:20,0,100,257,1,6/17/24 8:20,R_5Nxjbpbtxnu9syE,anonymous,EN,1,2,2,60,30,40,0,,,,,70,40,1,1,,27,3,,12,,,,13.51,
6/17/24 8:17,6/17/24 8:20,0,100,189,1,6/17/24 8:20,R_5c8vIA8cicfrmI3,anonymous,EN,1,2,2,55,45,25,10,,,,,75,60,1,2,,41,5,,10,,,,17.22,
6/17/24 8:17,6/17/24 8:20,0,100,178,1,6/17/24 8:20,R_5MRrvNfa17orpq0,anonymous,EN,1,2,2,,,,,0,20,0,0,72,40,1,2,,42,5,,10,,,,8.85,
6/17/24 8:17,6/17/24 8:20,0,100,188,1,6/17/24 8:20,R_1Sxn1dNN7ojzmIC,anonymous,EN,1,2,2,,,,,0,0,8,0,100,62,1,2,,38,1,,12,,,,19.32,
6/17/24 8:15,6/17/24 8:20,0,100,311,1,6/17/24 8:20,R_6PsLlNfme7N9jK1,anonymous,EN,1,2,2,57,68,9,7,,,,,85,87,1,1,,24,4,,11,,,,12.85,
6/17/24 8:18,6/17/24 8:21,0,100,133,1,6/17/24 8:21,R_7JJIFcxIl3Ym2V2,anonymous,EN,1,2,2,0,0,0,0,,,,,100,50,1,1,,31,1,,10,,,,0.8,
6/17/24 8:18,6/17/24 8:21,0,100,187,1,6/17/24 8:21,R_6h3DGkzwVK9e5Pt,anonymous,EN,1,2,2,66,61,62,13,,,,,10,0,1,1,,51,1,,13,,,,18.12,
6/17/24 8:18,6/17/24 8:21,0,100,178,1,6/17/24 8:21,R_5xFz52HbqehnQqB,anonymous,EN,1,2,2,50,50,62,50,,,,,88,58,1,2,,33,4,,12,,,,18.03,
6/17/24 8:19,6/17/24 8:21,0,100,143,1,6/17/24 8:21,R_65sHljFkPK88OSE,anonymous,EN,1,2,2,,,,,20,19,9,0,90,80,1,2,,42,3,,10,,,,17.09,
6/17/24 8:16,6/17/24 8:21,0,100,278,1,6/17/24 8:21,R_6imo95EEJmRKP1s,anonymous,EN,1,2,2,,,,,70,64,0,0,70,0,1,1,,56,5,,11,,,,18.53,
6/17/24 8:19,6/17/24 8:21,0,100,121,1,6/17/24 8:21,R_52IwnuFI3jVx8TT,anonymous,EN,1,2,2,,,,,83,33,69,36,79,61,1,1,,33,5,,10,,,,17.4,
6/17/24 8:19,6/17/24 8:22,0,100,164,1,6/17/24 8:22,R_6c7ru2AHO58iGJQ,anonymous,EN,1,2,2,40,50,30,10,,,,,50,50,1,2,,22,4,,11,,,,17.43,
6/17/24 8:19,6/17/24 8:22,0,100,146,1,6/17/24 8:22,R_134pVtx4ybFtba5,anonymous,EN,1,2,2,,,,,60,60,60,0,66,64,1,1,,35,5,,11,,,,17.81,
6/17/24 8:18,6/17/24 8:22,0,100,197,1,6/17/24 8:22,R_60q1iQclb1FGb1v,anonymous,EN,1,2,2,79,62,6,0,,,,,55,67,1,1,,56,3,,13,,,,17.6,
6/17/24 8:19,6/17/24 8:22,0,100,204,1,6/17/24 8:22,R_3Db6mvesC8J8hoM,anonymous,EN,1,2,1,72,89,11,7,,,,,69,9,2,2,,49,3,,10,,,,17.99,
6/17/24 8:18,6/17/24 8:22,0,100,234,1,6/17/24 8:22,R_7ThSFjMb7qc6P4Z,anonymous,EN,1,2,2,,,,,50,62,57,69,40,8,1,1,,28,1,,14,,,,15.33,
6/17/24 8:21,6/17/24 8:22,0,100,63,1,6/17/24 8:22,R_5v6NNLmPqNbOQtI,anonymous,EN,1,2,2,,,,,28,46,7,0,83,67,1,1,,24,3,,14,,,,15.45,
6/17/24 8:18,6/17/24 8:22,0,100,238,1,6/17/24 8:22,R_7KwrA4W9MHE9LlX,anonymous,EN,1,2,2,40,20,65,39,,,,,85,70,1,1,,24,3,,11,,,,17.5,
6/17/24 8:20,6/17/24 8:22,0,100,166,1,6/17/24 8:22,R_6xRIpPEQtWduipu,anonymous,EN,1,2,2,92,22,37,12,,,,,48,3,1,1,,63,4,,10,,,,18.55,
6/17/24 8:20,6/17/24 8:22,0,100,123,1,6/17/24 8:22,R_7GKwDb3LAsOXCQp,anonymous,EN,1,2,2,,,,,60,60,20,20,60,45,1,1,,41,4,,13,,,,18.97,
6/17/24 8:19,6/17/24 8:23,0,100,184,1,6/17/24 8:23,R_1NZ5yX3EXsgEOnT,anonymous,EN,1,2,2,74,35,60,0,,,,,27,10,1,2,,59,3,,13,,,,18.67,
6/17/24 8:20,6/17/24 8:23,0,100,161,1,6/17/24 8:23,R_739RJBvj1DXvQ0T,anonymous,EN,1,2,2,10,0,90,0,,,,,70,43,1,2,,56,5,,12,,,,18.28,
6/17/24 8:20,6/17/24 8:23,0,100,159,1,6/17/24 8:23,R_3FDQE0Ba9qa11Ug,anonymous,EN,1,2,1,70,80,0,10,,,,,25,30,1,2,,30,4,,15,,,,17.43,
6/17/24 8:16,6/17/24 8:23,0,100,435,1,6/17/24 8:23,R_1DeYu1iVDMomopj,anonymous,EN,1,2,2,64,45,40,70,,,,,33,54,1,1,,27,5,,11,,,,18.81,
6/17/24 8:20,6/17/24 8:23,0,100,178,1,6/17/24 8:23,R_1XK8LcMn0nojNlL,anonymous,EN,1,2,2,15,10,14,1,,,,,67,54,1,1,,31,4,,10,,,,7.94,
6/17/24 8:21,6/17/24 8:23,0,100,125,1,6/17/24 8:23,R_6s0YYaGFf6hUZfV,anonymous,EN,1,2,2,,,,,0,0,0,0,55,49,1,2,,28,4,,15,,,,7.57,
6/17/24 8:15,6/17/24 8:23,0,100,513,1,6/17/24 8:23,R_3WILvLjIzDFYGaA,anonymous,EN,1,2,2,,,,,65,73,39,29,51,36,1,1,,29,3,,11,,,,10.2,
6/17/24 8:11,6/17/24 8:24,0,100,778,1,6/17/24 8:24,R_5HBFtOfzf5VhWZX,anonymous,EN,1,2,2,68,69,61,57,,,,,59,59,1,2,,36,4,,13,,,,,
6/17/24 8:21,6/17/24 8:24,0,100,126,1,6/17/24 8:24,R_71IcIoSvp6xk6RP,anonymous,EN,1,2,1,50,50,0,0,,,,,81,79,1,1,,55,7,,10,,,,7.43,
6/17/24 8:22,6/17/24 8:24,0,100,137,1,6/17/24 8:24,R_3h9dScTX80XEJS0,anonymous,EN,1,2,2,,,,,72,55,60,57,70,72,1,1,,33,3,,14,,,,17.82,
6/17/24 8:21,6/17/24 8:24,0,100,160,1,6/17/24 8:24,R_5qUH4DE11YVeZko,anonymous,EN,1,2,2,90,90,50,40,,,,,60,57,1,2,,56,4,,16,,,,,
6/17/24 8:22,6/17/24 8:24,0,100,119,1,6/17/24 8:24,R_71WnT8eUVL0AwvH,anonymous,EN,1,2,2,62,40,60,0,,,,,43,30,1,2,,31,3,,13,,,,17,
6/17/24 8:21,6/17/24 8:24,0,100,194,1,6/17/24 8:24,R_7HwCLC64vUUYgox,anonymous,EN,1,2,2,,,,,53,3,52,2,67,38,1,1,,24,1,,13,,,,19.32,
6/17/24 8:20,6/17/24 8:25,0,100,313,1,6/17/24 8:25,R_7ImzixGl8yCnAFH,anonymous,EN,1,2,2,,,,,50,50,50,30,70,60,1,1,,28,4,,12,,,,18.48,
6/17/24 8:21,6/17/24 8:25,0,100,242,1,6/17/24 8:25,R_69jVnOKtrrZdvUZ,anonymous,EN,1,2,2,,,,,0,0,0,0,70,0,2,2,,24,1,,13,,,,3.41,
6/17/24 8:23,6/17/24 8:25,0,100,103,1,6/17/24 8:25,R_3D1Vz2elp0dgScO,anonymous,EN,1,2,2,,,,,25,72,21,22,73,32,1,1,,22,3,,11,,,,17,
6/17/24 8:20,6/17/24 8:25,0,100,294,1,6/17/24 8:25,R_3ZbrtRHwUzGhtmh,anonymous,EN,1,2,2,,,,,80,90,100,80,80,70,1,2,,33,5,,11,,,,10.07,
6/17/24 8:23,6/17/24 8:25,0,100,134,1,6/17/24 8:25,R_3PHBggpBm6VHbkl,anonymous,EN,1,2,2,0,0,0,0,,,,,70,0,1,1,,23,3,,15,,,,17.3,
6/17/24 8:23,6/17/24 8:25,0,100,143,1,6/17/24 8:25,R_5CTwuRdgLCsDBh2,anonymous,EN,1,2,2,,,,,5,4,7,0,61,30,1,2,,30,4,,11,,,,17.27,
6/17/24 8:20,6/17/24 8:25,0,100,314,1,6/17/24 8:25,R_1D0FiLDvEL81y3b,anonymous,EN,1,2,2,71,50,50,19,,,,,74,72,1,1,,48,3,,12,,,,17.46,
6/17/24 8:24,6/17/24 8:25,0,100,111,1,6/17/24 8:25,R_3zdzQoABLLFKmKD,anonymous,EN,1,2,2,,,,,87,87,88,88,62,66,1,1,,28,4,,10,,,,17.34,
6/17/24 8:24,6/17/24 8:26,0,100,130,1,6/17/24 8:26,R_7wQf5Fa8kKBX13r,anonymous,EN,1,2,1,70,80,70,20,,,,,61,49,1,1,,20,3,,13,,,,16.94,
6/17/24 8:24,6/17/24 8:26,0,100,128,1,6/17/24 8:26,R_5jxEbLfP13Q8Noe,anonymous,EN,1,2,2,,,,,29,30,5,0,55,6,1,2,,50,3,,10,,,,10.74,
6/17/24 8:20,6/17/24 8:26,0,100,346,1,6/17/24 8:26,R_2pa9quXbdjbDMCt,anonymous,EN,1,2,2,80,80,81,80,,,,,100,80,1,1,,64,5,,11,,,,17.69,
6/17/24 8:17,6/17/24 8:26,0,100,550,1,6/17/24 8:26,R_2CTF5EPxQiK4zgy,anonymous,EN,1,2,2,,,,,92,91,95,90,98,91,1,1,,30,4,,11,,,,19.31,
6/17/24 8:24,6/17/24 8:26,0,100,167,1,6/17/24 8:26,R_1oXhzfHaXvQYCUF,anonymous,EN,1,2,2,,,,,81,82,66,50,81,56,1,1,,68,4,,12,,,,12.69,
6/17/24 8:23,6/17/24 8:27,0,100,210,1,6/17/24 8:27,R_6LtlacoGGJ68vcJ,anonymous,EN,1,2,2,30,25,0,0,,,,,20,0,2,2,,26,3,,13,,,,17.41,
6/17/24 8:18,6/17/24 8:27,0,100,519,1,6/17/24 8:27,R_1RdRFZkNa2ApQ6q,anonymous,EN,1,2,2,80,80,80,50,,,,,80,51,1,2,,60,7,,9,,,,19.29,
6/17/24 8:22,6/17/24 8:27,0,100,276,1,6/17/24 8:27,R_10Dy3g8H4NZsMet,anonymous,EN,1,2,2,30,25,5,0,,,,,50,24,2,1,,79,4,,12,,,,18.39,
6/17/24 8:24,6/17/24 8:27,0,100,139,1,6/17/24 8:27,R_5M9z0JPuZCCxTp6,anonymous,EN,1,2,2,,,,,79,82,100,75,92,75,1,2,,43,6,,9,,,,3.44,
6/17/24 8:22,6/17/24 8:27,0,100,271,1,6/17/24 8:27,R_7CUyvV2pdTAp2Df,anonymous,EN,1,2,2,,,,,10,5,6,0,18,3,1,2,,79,5,,13,,,,7.97,
6/17/24 8:24,6/17/24 8:27,0,100,172,1,6/17/24 8:27,R_1I3Io04TIZRfQLo,anonymous,EN,1,2,2,60,70,50,0,,,,,85,50,1,1,,28,5,,10,,,,17.36,
6/17/24 8:25,6/17/24 8:27,0,100,120,1,6/17/24 8:27,R_6g6XhimlqjOjYu1,anonymous,EN,1,2,2,,,,,26,66,33,32,18,42,1,1,,26,4,,11,,,,19.32,
6/17/24 8:25,6/17/24 8:27,0,100,121,1,6/17/24 8:27,R_3GByUTmQtduIE5Z,anonymous,EN,1,2,2,,,,,62,65,23,0,99,45,1,2,,27,1,,13,,,,10.36,
6/17/24 8:18,6/17/24 8:27,0,100,570,1,6/17/24 8:27,R_6P2VHmFSeZbrCtX,anonymous,EN,1,2,2,81,85,71,78,,,,,96,62,1,1,,63,5,,10,,,,2.84,
6/17/24 8:25,6/17/24 8:28,0,100,194,1,6/17/24 8:28,R_6IvRhp9iGVcHdLP,anonymous,EN,1,2,2,70,60,90,80,,,,,100,40,2,2,,35,3,,14,,,,19.23,
6/17/24 8:26,6/17/24 8:28,0,100,113,1,6/17/24 8:28,R_6tllOTS3Vcguhiq,anonymous,EN,1,2,2,80,0,70,0,,,,,70,0,1,1,,27,1,,14,,,,17.62,
6/17/24 8:24,6/17/24 8:28,0,100,230,1,6/17/24 8:28,R_6B8Cvz61cBIeUTL,anonymous,EN,1,2,1,23,9,32,10,,,,,62,29,1,1,,24,4,,11,,,,17.64,
6/17/24 8:24,6/17/24 8:28,0,100,220,1,6/17/24 8:28,R_1e9st89u759GbG8,anonymous,EN,1,2,2,60,40,5,1,,,,,70,50,1,1,,70,4,,11,,,,17.43,
6/17/24 8:22,6/17/24 8:28,0,100,369,1,6/17/24 8:28,R_12lLLb9J13LwbSU,anonymous,EN,1,2,2,,,,,0,0,0,0,91,29,1,2,,45,3,,11,,,,8.05,
6/17/24 8:21,6/17/24 8:29,0,100,439,1,6/17/24 8:29,R_5K6qQA7Ox5ujUMF,anonymous,EN,1,2,2,81,61,84,34,,,,,71,72,1,2,,34,2,,12,,,,8.38,
6/17/24 8:26,6/17/24 8:29,0,100,151,1,6/17/24 8:29,R_30WGRWNPVG5ybnj,anonymous,EN,1,2,2,,,,,50,49,50,0,69,50,1,2,,50,4,,13,,,,10.87,
6/17/24 8:22,6/17/24 8:29,0,100,437,1,6/17/24 8:29,R_13fRlF14Zb43PP5,anonymous,EN,1,2,2,,,,,5,0,0,0,90,70,2,2,,61,3,,13,,,,9.04,
6/17/24 8:26,6/17/24 8:29,0,100,166,1,6/17/24 8:29,R_6XG07NliraseBpv,anonymous,EN,1,2,2,64,73,71,77,,,,,73,67,1,1,,34,4,,10,,,,0.68,
6/17/24 8:27,6/17/24 8:29,0,100,148,1,6/17/24 8:29,R_6R2FHcbst6B66NW,anonymous,EN,1,2,2,70,15,5,0,,,,,74,29,2,1,,36,1,,15,,,,17.09,
6/17/24 8:27,6/17/24 8:29,0,100,143,1,6/17/24 8:29,R_1iElNf5Q2hHjwVz,anonymous,EN,1,2,2,,,,,61,50,30,0,99,40,1,1,,24,4,,11,,,,17.78,
6/17/24 8:27,6/17/24 8:29,0,100,134,1,6/17/24 8:29,R_5kXhw8sPCDanBWE,anonymous,EN,1,2,2,,,,,39,50,10,0,72,73,1,1,,32,4,,11,,,,19.11,
6/17/24 8:27,6/17/24 8:29,0,100,151,1,6/17/24 8:29,R_6Cet5UrugXY29wo,anonymous,EN,1,2,2,80,70,0,0,,,,,69,0,1,1,,34,3,,12,,,,18.18,
6/17/24 8:28,6/17/24 8:30,0,100,100,1,6/17/24 8:30,R_7V1ajmio8SQsg2R,anonymous,EN,1,2,2,0,0,0,0,,,,,75,39,1,1,,44,1,,15,,,,3.9,
6/17/24 8:26,6/17/24 8:30,0,100,200,1,6/17/24 8:30,R_77xMK92L5Wj5phF,anonymous,EN,1,2,2,,,,,78,74,5,0,85,82,1,1,,34,1,,14,,,,18.16,
6/17/24 8:21,6/17/24 8:30,0,100,533,1,6/17/24 8:30,R_3dGsfLdm18e4Ds1,anonymous,EN,1,2,2,,,,,100,100,100,100,100,77,1,2,,57,4,,11,,,,9.92,
6/17/24 8:27,6/17/24 8:30,0,100,147,1,6/17/24 8:30,R_6P7botxKL3WOCRs,anonymous,EN,1,2,2,,,,,54,32,32,10,20,9,1,2,,59,4,,10,,,,8.32,
6/17/24 8:27,6/17/24 8:30,0,100,204,1,6/17/24 8:30,R_5fl9zYdlFwMM4Bn,anonymous,EN,1,2,2,70,70,10,0,,,,,25,0,1,2,,33,1,,13,,,,17.36,
6/17/24 8:28,6/17/24 8:30,0,100,132,1,6/17/24 8:30,R_1f966JKxVNHU5Ep,anonymous,EN,1,2,2,41,76,94,5,,,,,65,47,1,1,,57,4,,8,,,,19.3,
6/17/24 8:26,6/17/24 8:31,0,100,298,1,6/17/24 8:31,R_3zlXYFhbkrQjkD7,anonymous,EN,1,2,2,39,44,71,33,,,,,81,78,1,1,,32,3,,14,,,,17.48,
6/17/24 8:27,6/17/24 8:31,0,100,222,1,6/17/24 8:31,R_3mT2Itht5OKflGF,anonymous,EN,1,2,2,90,73,82,60,,,,,70,59,1,1,,34,4,,11,,,,16.43,
6/17/24 8:29,6/17/24 8:31,0,100,101,1,6/17/24 8:31,R_3iaHHdhR9lralmZ,anonymous,EN,1,2,2,,,,,15,21,0,0,61,45,1,2,,55,7,,10,,,,18.53,
6/17/24 8:27,6/17/24 8:31,0,100,245,1,6/17/24 8:31,R_3N93bFGTdgE7NVu,anonymous,EN,1,2,2,,,,,58,55,47,2,79,75,1,2,,66,4,,11,,,,18.19,
6/17/24 8:29,6/17/24 8:31,0,100,132,1,6/17/24 8:31,R_7jd0JnI12CsCrNO,anonymous,EN,1,2,2,64,50,44,23,,,,,62,44,1,2,,29,4,,14,,,,17.81,
6/17/24 8:29,6/17/24 8:32,0,100,142,1,6/17/24 8:32,R_3Doty9BrGEjngwp,anonymous,EN,1,2,2,,,,,56,50,50,18,63,68,1,2,,30,4,,12,,,,9.55,
6/17/24 8:30,6/17/24 8:32,0,100,105,1,6/17/24 8:32,R_31qQuLNzbQmOzuN,anonymous,EN,1,2,2,,,,,12,23,18,0,23,0,1,2,,51,4,,10,,,,17.59,
6/17/24 8:30,6/17/24 8:32,0,100,124,1,6/17/24 8:32,R_76vfwEJqjoK3wHv,anonymous,EN,1,2,2,20,20,20,0,,,,,70,50,1,1,,37,4,,11,,,,17.63,
6/17/24 8:29,6/17/24 8:32,0,100,193,1,6/17/24 8:32,R_3FhR6OMO38fFqyn,anonymous,EN,1,2,2,,,,,40,30,30,20,40,20,1,1,,22,4,,12,,,,10.77,
6/17/24 8:31,6/17/24 8:32,0,100,79,1,6/17/24 8:32,R_7HaY88Roegk3vH3,anonymous,EN,1,2,2,,,,,0,0,0,0,87,74,1,1,,39,4,,13,,,,0.83,
6/17/24 8:30,6/17/24 8:33,0,100,124,1,6/17/24 8:33,R_53jRcpUuFtueEWB,anonymous,EN,1,2,2,50,50,45,36,,,,,10,2,2,1,,55,4,,15,,,,18.57,
6/17/24 8:23,6/17/24 8:33,0,100,609,1,6/17/24 8:33,R_2EfI0wUct09b4rp,anonymous,EN,1,1,2,51,31,37,71,,,,,78,80,1,1,,33,5,,9,,,,18.65,
6/17/24 8:30,6/17/24 8:33,0,100,226,1,6/17/24 8:33,R_5poqSalkfOZbDki,anonymous,EN,1,2,2,,,,,23,2,19,0,51,21,1,1,,52,5,,13,,,,9.16,
6/17/24 8:29,6/17/24 8:33,0,100,283,1,6/17/24 8:33,R_1OugTbonLftkAqB,anonymous,EN,1,2,2,,,,,69,86,87,68,66,51,1,1,,19,4,,10,,,,17.54,
6/17/24 8:29,6/17/24 8:34,0,100,272,1,6/17/24 8:34,R_1lB0Og5dZy0aDDm,anonymous,EN,1,2,1,96,100,90,70,,,,,70,0,1,1,,55,4,,11,,,,,
6/17/24 8:32,6/17/24 8:35,0,100,149,1,6/17/24 8:35,R_73qyEZK8OisAN7M,anonymous,EN,1,2,2,,,,,0,50,0,0,20,0,1,2,,62,4,,11,,,,7.56,
6/17/24 8:32,6/17/24 8:35,0,100,189,1,6/17/24 8:35,R_5Pt1UxDic7kxT3k,anonymous,EN,1,2,2,40,65,20,0,,,,,95,80,1,1,,29,4,,11,,,,11.55,
6/17/24 8:33,6/17/24 8:36,0,100,146,1,6/17/24 8:36,R_1Pa7UKPmsoi9pm1,anonymous,EN,1,2,2,68,68,69,59,,,,,76,62,1,1,,59,4,,11,,,,9.03,
6/17/24 8:33,6/17/24 8:36,0,100,154,1,6/17/24 8:36,R_6ZDejrratXd5Osj,anonymous,EN,1,2,2,,,,,80,80,55,0,80,70,1,1,,31,4,,11,,,,18.05,
6/17/24 8:33,6/17/24 8:36,0,100,162,1,6/17/24 8:36,R_6ls2iUpqpYDONNH,anonymous,EN,1,2,2,,,,,0,0,0,0,68,20,1,2,,36,6,,10,,,,5.93,
6/17/24 8:33,6/17/24 8:36,0,100,235,1,6/17/24 8:36,R_2J1Y3eRwudHFuIF,anonymous,EN,1,2,2,55,35,8,1,,,,,65,40,1,2,,55,3,,13,,,,9.44,
6/17/24 8:34,6/17/24 8:37,0,100,154,1,6/17/24 8:37,R_1MiK7tynrpgUpNT,anonymous,EN,1,2,2,,,,,40,60,30,25,70,0,1,2,,23,4,,10,,,,17.82,
6/17/24 8:35,6/17/24 8:37,0,100,88,1,6/17/24 8:37,R_1CHFiBHMtrKNHuI,anonymous,EN,1,2,2,60,42,14,18,,,,,67,67,1,1,,28,4,,11,,,,,
6/17/24 8:35,6/17/24 8:38,0,100,174,1,6/17/24 8:38,R_3CewKEOPK1jhEIG,anonymous,EN,1,2,1,32,18,57,34,,,,,63,49,1,1,,26,3,,11,,,,9.92,
6/17/24 8:36,6/17/24 8:38,0,100,99,1,6/17/24 8:38,R_7cY2DtODMrmvuU6,anonymous,EN,1,2,2,70,0,0,0,,,,,80,80,1,2,,48,5,,8,,,,17.86,
6/17/24 8:36,6/17/24 8:39,0,100,168,1,6/17/24 8:39,R_6q2IphCg9rSDfX0,anonymous,EN,1,2,2,,,,,50,50,0,0,76,76,1,2,,70,2,,11,,,,19.32,
6/17/24 8:36,6/17/24 8:39,0,100,144,1,6/17/24 8:39,R_70Mz7s5aWvvQLdf,anonymous,EN,1,2,2,,,,,20,18,9,0,74,32,1,1,,22,3,,13,,,,17.17,
6/17/24 8:36,6/17/24 8:39,0,100,173,1,6/17/24 8:39,R_6PcJhih98izE1Fh,anonymous,EN,1,2,1,5,3,82,1,,,,,52,9,1,2,,70,3,,11,,,,0.2,
6/17/24 8:37,6/17/24 8:39,0,100,134,1,6/17/24 8:39,R_7DwWAhwuimNegc9,anonymous,EN,1,2,2,0,0,0,0,,,,,90,10,1,1,,45,2,,12,,,,18.13,
6/17/24 8:37,6/17/24 8:40,0,100,161,1,6/17/24 8:40,R_5syxF2d2YURQBAT,anonymous,EN,1,2,2,,,,,10,31,5,0,57,71,1,2,,51,2,,14,,,,10.05,
6/17/24 8:36,6/17/24 8:40,0,100,249,1,6/17/24 8:40,R_6qU8g3UXKUy6leV,anonymous,EN,1,2,2,66,67,99,82,,,,,66,39,1,1,,23,5,,1,,,,,
6/17/24 8:37,6/17/24 8:40,0,100,172,1,6/17/24 8:40,R_7Eh0COGlt8HjhSs,anonymous,EN,1,2,2,0,0,0,0,,,,,4,0,1,2,,69,4,,11,,,,17.35,
6/17/24 8:35,6/17/24 8:41,0,100,326,1,6/17/24 8:41,R_5RpYybCgkIlZRNl,anonymous,EN,1,2,1,100,100,100,100,,,,,100,100,1,1,,42,5,,10,,,,7.46,
